transaction_id,customer_id,account_id,amount,merchant,transaction_type,country,device_id,transaction_time,fraud_flag
16904,11,1074,60390.32,Netflix,CARD,Uk,Mobile,2026-05-13T14:26:37.000Z,INTERNATIONAL
16926,82,1042,20372.5,Walmart,CARD,Russia,Laptop,2026-05-17T16:09:02.000Z,INTERNATIONAL
16960,26,1197,47258.4,Petrol Pump,NET BANKING,Russia,Laptop,2026-04-25T13:45:44.000Z,INTERNATIONAL
16987,58,1161,33994.42,Zomato,CARD,Russia,ATM,2026-05-04T05:14:46.000Z,INTERNATIONAL
16992,60,1150,65290.39,Apple Store,NET BANKING,Uk,Mobile,2026-04-25T19:11:53.000Z,INTERNATIONAL
17037,32,1186,51274.75,Amazon,UPI,Uk,Tablet,2026-04-29T18:51:43.000Z,INTERNATIONAL
17057,16,1075,37804.67,Swiggy,NET BANKING,Uk,Laptop,2026-05-16T02:04:42.000Z,INTERNATIONAL
17074,16,1060,48855.86,Zomato,UPI,India,ATM,2026-05-15T04:46:00.000Z,NORMAL
17095,52,1072,2126.48,Zomato,UPI,India,Tablet,2026-05-02T23:55:52.000Z,NORMAL
17104,88,1059,42242.81,Petrol Pump,NET BANKING,Uk,Tablet,2026-04-18T15:43:08.000Z,INTERNATIONAL
17109,96,1038,57387.12,Flipkart,NET BANKING,Singapore,Tablet,2026-05-03T07:44:06.000Z,INTERNATIONAL
17114,37,1120,61248.63,Petrol Pump,NET BANKING,Usa,Mobile,2026-05-07T14:58:31.000Z,INTERNATIONAL
17146,94,1089,14537.16,Apple Store,ATM WITHDRAWAL,India,ATM,2026-04-24T17:22:18.000Z,NORMAL
17147,41,1099,5573.26,Netflix,UPI,Usa,Mobile,2026-05-09T10:31:32.000Z,INTERNATIONAL
17167,77,1155,6835,Swiggy,UPI,Russia,ATM,2026-05-15T07:16:27.000Z,INTERNATIONAL
17187,57,1102,24025.26,Uber,ATM WITHDRAWAL,Singapore,Laptop,2026-05-07T02:49:32.000Z,INTERNATIONAL
17211,59,1147,24752.84,Apple Store,NET BANKING,Singapore,ATM,2026-05-11T06:17:02.000Z,INTERNATIONAL
17248,16,1040,45902.8,Apple Store,UPI,India,Tablet,2026-04-22T03:52:33.000Z,NORMAL
17267,74,1160,63053.3,Zomato,UPI,Germany,Mobile,2026-05-15T10:34:19.000Z,INTERNATIONAL
17288,59,1157,63383.99,Apple Store,UPI,Usa,Tablet,2026-04-30T12:31:33.000Z,INTERNATIONAL
17303,71,1149,53632.46,Uber,UPI,Russia,Laptop,2026-05-16T08:39:52.000Z,INTERNATIONAL
17306,15,1112,17143.42,Petrol Pump,ATM WITHDRAWAL,India,Mobile,2026-04-29T13:36:06.000Z,NORMAL
17322,18,1159,48936.2,Nike,UPI,Russia,Tablet,2026-05-17T14:57:15.000Z,INTERNATIONAL
17323,86,1126,42346.11,Uber,ATM WITHDRAWAL,Singapore,Tablet,2026-04-26T02:02:04.000Z,INTERNATIONAL
17335,90,1150,2132.35,Amazon,CARD,Uk,Tablet,2026-05-12T07:21:32.000Z,INTERNATIONAL
17340,16,1041,64695.56,Apple Store,ATM WITHDRAWAL,Russia,Tablet,2026-04-25T16:48:10.000Z,INTERNATIONAL
17354,30,1107,94116,Amazon,ATM WITHDRAWAL,Uk,ATM,2026-05-01T15:39:13.000Z,INTERNATIONAL
17370,97,1053,94678.16,Nike,CARD,Usa,Tablet,2026-05-10T18:39:13.000Z,INTERNATIONAL
17377,87,1118,47865.01,Amazon,ATM WITHDRAWAL,Russia,Laptop,2026-05-06T22:48:20.000Z,INTERNATIONAL
17386,91,1139,75084.56,Uber,NET BANKING,India,Mobile,2026-04-24T15:48:39.000Z,NORMAL
17403,13,1055,35744.35,Zomato,NET BANKING,Singapore,Laptop,2026-05-14T03:08:11.000Z,INTERNATIONAL
17427,87,1145,51751.32,Apple Store,NET BANKING,India,Mobile,2026-05-09T10:37:37.000Z,NORMAL
17444,48,1088,42099.62,Zomato,ATM WITHDRAWAL,Germany,Mobile,2026-04-24T19:43:41.000Z,INTERNATIONAL
17468,21,1103,85044.51,Amazon,ATM WITHDRAWAL,Russia,Tablet,2026-04-23T15:27:34.000Z,INTERNATIONAL
17471,3,1100,57503.99,Netflix,NET BANKING,Germany,Tablet,2026-05-17T04:14:26.000Z,INTERNATIONAL
17481,35,1174,65475.83,Zomato,UPI,Russia,Laptop,2026-04-30T01:46:34.000Z,INTERNATIONAL
17486,82,1075,47483.98,Petrol Pump,UPI,India,ATM,2026-04-21T05:32:21.000Z,NORMAL
17489,18,1091,43012.13,Zomato,ATM WITHDRAWAL,Russia,Laptop,2026-05-05T19:34:40.000Z,INTERNATIONAL
17501,21,1169,29199.71,Petrol Pump,NET BANKING,India,Mobile,2026-04-23T21:57:38.000Z,NORMAL
17504,91,1125,81496.3,Walmart,CARD,Russia,Laptop,2026-05-05T06:24:11.000Z,INTERNATIONAL
17507,28,1116,12564.08,Apple Store,CARD,Uk,ATM,2026-05-09T01:55:46.000Z,INTERNATIONAL
17534,53,1069,67693.15,Swiggy,ATM WITHDRAWAL,Singapore,Laptop,2026-05-08T22:37:54.000Z,INTERNATIONAL
17538,53,1117,68443.47,Walmart,NET BANKING,India,Laptop,2026-05-02T19:41:28.000Z,NORMAL
17544,52,1046,50782.46,Uber,NET BANKING,Usa,Mobile,2026-05-11T21:22:27.000Z,INTERNATIONAL
17552,67,1011,15531.41,Petrol Pump,ATM WITHDRAWAL,Uk,ATM,2026-05-06T23:47:39.000Z,INTERNATIONAL
17560,65,1061,62969.72,Swiggy,ATM WITHDRAWAL,Uk,Laptop,2026-05-12T21:07:35.000Z,INTERNATIONAL
17573,55,1196,38127.5,Flipkart,UPI,Singapore,Tablet,2026-05-07T08:46:31.000Z,INTERNATIONAL
17589,65,1075,90221.29,Petrol Pump,CARD,India,ATM,2026-05-05T13:47:23.000Z,NORMAL
17600,89,1160,42413.69,Flipkart,ATM WITHDRAWAL,Usa,Mobile,2026-05-08T10:51:17.000Z,INTERNATIONAL
17608,18,1049,96798.63,Swiggy,ATM WITHDRAWAL,Russia,ATM,2026-05-11T04:33:14.000Z,INTERNATIONAL
17616,62,1012,7186.64,Flipkart,CARD,Russia,Laptop,2026-04-22T00:14:03.000Z,INTERNATIONAL
17626,37,1045,50313.17,Flipkart,UPI,Singapore,ATM,2026-04-29T10:48:36.000Z,INTERNATIONAL
17682,45,1038,47409.3,Nike,UPI,Uk,Tablet,2026-04-25T11:41:34.000Z,INTERNATIONAL
17690,81,1187,35751.87,Zomato,UPI,Usa,ATM,2026-05-01T08:32:35.000Z,INTERNATIONAL
17743,99,1066,84799.3,Petrol Pump,UPI,Uk,Laptop,2026-04-30T21:08:38.000Z,INTERNATIONAL
17755,41,1035,13948.39,Amazon,NET BANKING,Germany,Mobile,2026-05-09T09:36:17.000Z,INTERNATIONAL
17781,78,1012,83087.09,Uber,ATM WITHDRAWAL,Germany,Tablet,2026-04-19T18:06:04.000Z,INTERNATIONAL
17793,65,1088,41224.23,Flipkart,UPI,Usa,Laptop,2026-04-22T04:39:59.000Z,INTERNATIONAL
17808,84,1071,94312.37,Swiggy,UPI,Germany,Tablet,2026-05-04T11:38:40.000Z,INTERNATIONAL
17810,87,1076,33785.82,Swiggy,CARD,Usa,Tablet,2026-04-28T19:53:15.000Z,INTERNATIONAL
17850,15,1160,49422.53,Flipkart,NET BANKING,India,Mobile,2026-04-23T01:24:49.000Z,NORMAL
17861,45,1148,22642.01,Zomato,NET BANKING,India,Laptop,2026-05-07T00:51:23.000Z,NORMAL
17883,53,1088,67916.82,Zomato,ATM WITHDRAWAL,Usa,Mobile,2026-05-15T11:20:21.000Z,INTERNATIONAL
17908,20,1038,82281.72,Flipkart,UPI,Singapore,Mobile,2026-05-07T14:03:44.000Z,INTERNATIONAL
17913,75,1034,38349.27,Walmart,CARD,India,ATM,2026-04-25T12:24:08.000Z,NORMAL
17916,24,1086,69687.87,Apple Store,ATM WITHDRAWAL,Usa,ATM,2026-04-20T14:35:35.000Z,INTERNATIONAL
17917,11,1015,94127.95,Netflix,ATM WITHDRAWAL,Singapore,Tablet,2026-04-26T00:04:17.000Z,INTERNATIONAL
17922,2,1183,14813.65,Flipkart,ATM WITHDRAWAL,Uk,Laptop,2026-05-05T21:31:15.000Z,INTERNATIONAL
17930,96,1153,37079.79,Zomato,NET BANKING,Usa,ATM,2026-05-09T11:24:02.000Z,INTERNATIONAL
17932,9,1183,6583.04,Flipkart,CARD,Singapore,Laptop,2026-04-19T10:33:13.000Z,INTERNATIONAL
17947,77,1033,14606.51,Flipkart,NET BANKING,Russia,Mobile,2026-05-09T12:55:24.000Z,INTERNATIONAL
17948,18,1109,74541.97,Amazon,CARD,Russia,Laptop,2026-05-13T02:44:08.000Z,INTERNATIONAL
17950,80,1134,60885.96,Uber,NET BANKING,India,ATM,2026-04-18T11:47:44.000Z,NORMAL
17954,85,1011,47690.65,Nike,CARD,Usa,Tablet,2026-04-24T07:08:44.000Z,INTERNATIONAL
17982,88,1074,55172.09,Nike,UPI,India,Laptop,2026-05-12T10:05:10.000Z,NORMAL
17988,62,1091,60044.53,Swiggy,ATM WITHDRAWAL,Usa,Laptop,2026-05-10T17:14:24.000Z,INTERNATIONAL
18016,87,1051,54265.28,Uber,UPI,India,Tablet,2026-04-25T16:41:16.000Z,NORMAL
18019,92,1095,53010.98,Amazon,UPI,Singapore,ATM,2026-05-07T06:46:04.000Z,INTERNATIONAL
18031,100,1075,17469.25,Apple Store,NET BANKING,Germany,Laptop,2026-04-30T15:41:08.000Z,INTERNATIONAL
18055,51,1025,22359.65,Uber,UPI,Singapore,Tablet,2026-05-14T10:30:18.000Z,INTERNATIONAL
18076,62,1087,53095.68,Swiggy,NET BANKING,Usa,Laptop,2026-05-14T04:26:43.000Z,INTERNATIONAL
18083,22,1021,4280.28,Zomato,CARD,India,Mobile,2026-05-08T03:12:30.000Z,NORMAL
18093,67,1030,58095.92,Uber,ATM WITHDRAWAL,Germany,ATM,2026-04-25T08:18:39.000Z,INTERNATIONAL
18095,99,1002,33606.6,Apple Store,ATM WITHDRAWAL,India,Mobile,2026-05-03T15:50:10.000Z,NORMAL
18100,73,1003,24985.77,Amazon,UPI,Uk,Mobile,2026-05-08T09:18:02.000Z,INTERNATIONAL
18121,74,1049,42343.72,Amazon,CARD,India,Laptop,2026-04-27T01:18:04.000Z,NORMAL
18132,16,1174,72654.45,Swiggy,ATM WITHDRAWAL,Singapore,Tablet,2026-05-01T02:51:51.000Z,INTERNATIONAL
18150,98,1154,16840.08,Walmart,NET BANKING,India,Mobile,2026-04-19T01:44:31.000Z,NORMAL
18161,25,1125,21611.88,Walmart,CARD,Usa,ATM,2026-05-08T21:00:38.000Z,INTERNATIONAL
18166,16,1060,51363.03,Zomato,ATM WITHDRAWAL,Uk,Laptop,2026-04-29T17:01:17.000Z,INTERNATIONAL
18171,24,1133,9257.41,Uber,UPI,Germany,Tablet,2026-05-05T17:37:23.000Z,INTERNATIONAL
18177,96,1100,5127.68,Flipkart,NET BANKING,Uk,Mobile,2026-05-03T05:31:45.000Z,INTERNATIONAL
18226,56,1037,43530.18,Swiggy,NET BANKING,Germany,ATM,2026-05-01T21:25:00.000Z,INTERNATIONAL
18259,81,1141,39881.32,Flipkart,ATM WITHDRAWAL,Singapore,Tablet,2026-05-07T09:42:18.000Z,INTERNATIONAL
18263,99,1105,82858.15,Zomato,UPI,Uk,Mobile,2026-04-29T15:51:56.000Z,INTERNATIONAL
18297,9,1146,95930.11,Nike,UPI,India,ATM,2026-04-24T20:01:28.000Z,NORMAL
18306,8,1048,89187.44,Amazon,UPI,Usa,Tablet,2026-04-19T08:28:51.000Z,INTERNATIONAL
18328,58,1025,7919.49,Petrol Pump,NET BANKING,Russia,ATM,2026-05-15T23:36:08.000Z,INTERNATIONAL
18380,10,1040,68662.36,Nike,NET BANKING,India,Tablet,2026-05-07T08:42:44.000Z,NORMAL
18396,29,1148,86735.95,Walmart,CARD,Singapore,Mobile,2026-05-08T21:28:59.000Z,INTERNATIONAL
18399,84,1094,22258.85,Zomato,CARD,Germany,Mobile,2026-04-29T00:17:36.000Z,INTERNATIONAL
18403,66,1032,72522.81,Amazon,CARD,Singapore,Mobile,2026-05-14T08:59:58.000Z,INTERNATIONAL
18404,55,1016,17241.23,Zomato,ATM WITHDRAWAL,Singapore,Laptop,2026-05-07T03:21:57.000Z,INTERNATIONAL
18405,83,1020,64940,Amazon,ATM WITHDRAWAL,Usa,ATM,2026-05-14T22:11:00.000Z,INTERNATIONAL
18431,100,1068,84947.54,Walmart,CARD,Russia,Laptop,2026-05-15T20:31:10.000Z,INTERNATIONAL
18445,3,1198,54381.14,Zomato,UPI,Uk,Laptop,2026-04-27T22:59:17.000Z,INTERNATIONAL
18449,87,1110,33504.34,Amazon,CARD,Uk,Laptop,2026-04-22T04:53:13.000Z,INTERNATIONAL
18459,43,1176,90141.17,Zomato,UPI,Russia,ATM,2026-05-12T23:08:17.000Z,INTERNATIONAL
18461,41,1188,99578.08,Netflix,ATM WITHDRAWAL,Uk,Mobile,2026-05-09T16:46:12.000Z,INTERNATIONAL
18475,51,1041,70118.82,Netflix,UPI,Germany,Tablet,2026-04-26T00:01:42.000Z,INTERNATIONAL
18490,70,1054,17181.11,Walmart,UPI,Singapore,Mobile,2026-05-05T09:59:21.000Z,INTERNATIONAL
18493,52,1074,80148.24,Nike,UPI,Germany,ATM,2026-05-04T19:18:19.000Z,INTERNATIONAL
18498,24,1093,83424.21,Petrol Pump,ATM WITHDRAWAL,Germany,Laptop,2026-05-05T22:58:02.000Z,INTERNATIONAL
18514,82,1172,62075.71,Swiggy,UPI,Singapore,Laptop,2026-05-14T06:05:54.000Z,INTERNATIONAL
18517,90,1146,97248.22,Petrol Pump,UPI,Singapore,Tablet,2026-05-10T16:23:26.000Z,INTERNATIONAL
18582,18,1128,97881.96,Swiggy,UPI,Singapore,Laptop,2026-05-03T18:57:16.000Z,INTERNATIONAL
18586,17,1115,98159.51,Flipkart,UPI,India,Mobile,2026-04-26T19:22:17.000Z,NORMAL
18639,28,1068,28300.68,Apple Store,NET BANKING,Germany,ATM,2026-04-21T23:26:23.000Z,INTERNATIONAL
18644,76,1149,3244.72,Zomato,CARD,Uk,Laptop,2026-05-16T08:20:43.000Z,INTERNATIONAL
18652,64,1076,31235.82,Amazon,UPI,Usa,Laptop,2026-04-25T04:33:46.000Z,INTERNATIONAL
18688,56,1047,85904.84,Swiggy,CARD,Singapore,Mobile,2026-04-26T19:06:01.000Z,INTERNATIONAL
18690,82,1183,86835.3,Apple Store,CARD,Russia,Mobile,2026-04-22T12:20:55.000Z,INTERNATIONAL
18692,73,1032,53874.06,Petrol Pump,UPI,Germany,Laptop,2026-04-22T14:14:40.000Z,INTERNATIONAL
18695,94,1072,17253.66,Flipkart,NET BANKING,Uk,Tablet,2026-04-25T17:40:49.000Z,INTERNATIONAL
18716,90,1082,52095.07,Uber,NET BANKING,Germany,Laptop,2026-05-15T07:30:49.000Z,INTERNATIONAL
18724,18,1113,55265.25,Amazon,CARD,Singapore,Laptop,2026-05-11T05:55:14.000Z,INTERNATIONAL
18752,86,1061,70553.5,Netflix,NET BANKING,Russia,Laptop,2026-05-06T08:33:51.000Z,INTERNATIONAL
18765,48,1136,26381.95,Nike,UPI,Uk,Laptop,2026-05-15T22:01:28.000Z,INTERNATIONAL
18778,83,1128,11449.86,Walmart,UPI,Uk,Tablet,2026-04-24T15:33:28.000Z,INTERNATIONAL
18804,11,1195,29928.65,Amazon,ATM WITHDRAWAL,India,ATM,2026-05-12T05:35:23.000Z,NORMAL
18805,49,1179,31773.27,Zomato,UPI,Singapore,Mobile,2026-04-21T03:47:36.000Z,INTERNATIONAL
18825,17,1092,83633.31,Swiggy,UPI,Germany,ATM,2026-05-11T20:29:04.000Z,INTERNATIONAL
18826,61,1026,34758.38,Walmart,UPI,India,Laptop,2026-05-01T02:49:39.000Z,NORMAL
18829,51,1139,78516.76,Nike,ATM WITHDRAWAL,Usa,Tablet,2026-05-11T20:08:37.000Z,INTERNATIONAL
18834,58,1152,98257.63,Zomato,NET BANKING,Uk,Tablet,2026-05-03T13:55:18.000Z,INTERNATIONAL
18880,6,1049,91972.86,Swiggy,ATM WITHDRAWAL,Germany,ATM,2026-05-07T06:00:47.000Z,INTERNATIONAL
18891,20,1167,31851.03,Swiggy,ATM WITHDRAWAL,Uk,ATM,2026-04-21T02:37:44.000Z,INTERNATIONAL
18897,9,1129,88858.65,Amazon,UPI,Uk,Mobile,2026-05-17T22:41:23.000Z,INTERNATIONAL
18918,20,1047,6096.13,Walmart,ATM WITHDRAWAL,Singapore,Mobile,2026-05-17T05:49:36.000Z,INTERNATIONAL
18920,13,1173,89869.08,Apple Store,UPI,Usa,ATM,2026-04-29T17:20:18.000Z,INTERNATIONAL
18924,67,1106,52604.51,Nike,NET BANKING,Uk,Mobile,2026-05-10T18:25:05.000Z,INTERNATIONAL
18946,2,1107,53454.4,Netflix,ATM WITHDRAWAL,Germany,ATM,2026-05-15T20:15:36.000Z,INTERNATIONAL
18955,38,1129,26641.7,Apple Store,ATM WITHDRAWAL,Uk,Tablet,2026-04-26T18:41:30.000Z,INTERNATIONAL
18984,8,1038,51498.67,Netflix,UPI,Germany,ATM,2026-05-01T00:14:31.000Z,INTERNATIONAL
18998,73,1107,94903.71,Netflix,UPI,Russia,Mobile,2026-04-27T14:52:24.000Z,INTERNATIONAL
19015,48,1178,60375.3,Swiggy,ATM WITHDRAWAL,Singapore,Mobile,2026-04-26T01:43:53.000Z,INTERNATIONAL
19018,25,1146,17886.19,Uber,UPI,Russia,Laptop,2026-05-03T10:29:26.000Z,INTERNATIONAL
19046,21,1190,20134.91,Netflix,CARD,Usa,Laptop,2026-04-28T07:08:03.000Z,INTERNATIONAL
19052,37,1030,91280.42,Walmart,ATM WITHDRAWAL,Usa,Tablet,2026-05-12T01:54:01.000Z,INTERNATIONAL
19062,45,1033,41135.36,Zomato,CARD,Germany,Tablet,2026-04-19T02:50:57.000Z,INTERNATIONAL
19070,92,1138,18797.01,Apple Store,UPI,Germany,Tablet,2026-05-05T05:32:51.000Z,INTERNATIONAL
19092,47,1198,88308.74,Zomato,CARD,Usa,Tablet,2026-05-09T18:08:14.000Z,INTERNATIONAL
19094,52,1194,82712.96,Zomato,UPI,Uk,Mobile,2026-04-19T16:56:49.000Z,INTERNATIONAL
19117,33,1181,43914.41,Flipkart,NET BANKING,India,Mobile,2026-04-26T10:08:54.000Z,NORMAL
19164,10,1117,33300.45,Netflix,NET BANKING,India,Laptop,2026-04-23T12:00:13.000Z,NORMAL
19169,6,1187,75251.39,Nike,UPI,Usa,ATM,2026-05-08T02:55:30.000Z,INTERNATIONAL
19190,64,1074,7630.47,Petrol Pump,NET BANKING,Germany,Tablet,2026-05-05T18:51:51.000Z,INTERNATIONAL
19195,38,1040,46402.13,Nike,ATM WITHDRAWAL,Russia,Mobile,2026-04-24T07:46:16.000Z,INTERNATIONAL
19204,18,1156,34294.38,Uber,UPI,Usa,Mobile,2026-04-30T05:39:42.000Z,INTERNATIONAL
19229,27,1085,95317.03,Zomato,NET BANKING,India,Mobile,2026-05-08T19:45:45.000Z,NORMAL
19230,11,1045,3920.27,Nike,NET BANKING,Singapore,ATM,2026-05-05T09:56:16.000Z,INTERNATIONAL
19231,45,1189,67913.72,Flipkart,UPI,India,Mobile,2026-04-22T07:35:15.000Z,NORMAL
19233,4,1008,34970.2,Swiggy,NET BANKING,Singapore,Laptop,2026-05-06T03:44:49.000Z,INTERNATIONAL
19241,36,1198,18469.58,Zomato,CARD,Germany,Tablet,2026-04-20T14:09:51.000Z,INTERNATIONAL
19251,75,1180,4279.42,Amazon,ATM WITHDRAWAL,Singapore,Tablet,2026-05-14T08:02:08.000Z,INTERNATIONAL
19306,71,1167,80511.42,Swiggy,ATM WITHDRAWAL,Germany,Mobile,2026-05-02T12:11:48.000Z,INTERNATIONAL
19307,21,1042,91819.43,Apple Store,ATM WITHDRAWAL,Uk,Tablet,2026-05-07T08:45:19.000Z,INTERNATIONAL
19309,97,1029,93203.16,Apple Store,CARD,Germany,Laptop,2026-05-04T06:14:26.000Z,INTERNATIONAL
19312,3,1019,29053.28,Apple Store,UPI,India,Mobile,2026-04-26T12:37:12.000Z,NORMAL
19325,74,1036,7553.44,Swiggy,ATM WITHDRAWAL,Usa,ATM,2026-05-14T03:41:45.000Z,INTERNATIONAL
19335,30,1124,59224.46,Uber,NET BANKING,Usa,ATM,2026-05-09T18:43:48.000Z,INTERNATIONAL
19347,9,1018,27502.52,Uber,ATM WITHDRAWAL,Uk,ATM,2026-05-12T17:42:39.000Z,INTERNATIONAL
19374,84,1174,34614.36,Uber,UPI,Germany,Laptop,2026-05-07T21:31:58.000Z,INTERNATIONAL
19397,40,1048,37246.66,Flipkart,NET BANKING,Uk,ATM,2026-04-22T02:06:07.000Z,INTERNATIONAL
19417,3,1032,32059.07,Uber,NET BANKING,India,ATM,2026-05-01T15:48:43.000Z,NORMAL
19422,78,1019,71479.07,Nike,NET BANKING,Uk,ATM,2026-05-08T15:58:54.000Z,INTERNATIONAL
19446,100,1186,79554.82,Netflix,UPI,India,ATM,2026-05-16T22:11:12.000Z,NORMAL
19447,78,1053,55868.32,Walmart,NET BANKING,India,ATM,2026-05-08T00:57:57.000Z,NORMAL
19456,26,1006,65415.99,Uber,UPI,Russia,Mobile,2026-05-06T19:34:47.000Z,INTERNATIONAL
19459,86,1162,45634.09,Walmart,ATM WITHDRAWAL,Uk,Laptop,2026-05-10T15:02:29.000Z,INTERNATIONAL
19488,79,1193,52212.9,Petrol Pump,CARD,India,Laptop,2026-04-20T11:16:57.000Z,NORMAL
19495,48,1192,33003.82,Walmart,ATM WITHDRAWAL,Singapore,ATM,2026-05-04T04:44:12.000Z,INTERNATIONAL
19496,58,1016,62887.39,Walmart,UPI,Germany,Mobile,2026-05-03T08:57:28.000Z,INTERNATIONAL
19511,38,1039,51095.05,Apple Store,CARD,India,Laptop,2026-05-13T02:47:51.000Z,NORMAL
19522,43,1194,96880.85,Zomato,CARD,Usa,ATM,2026-04-28T19:23:48.000Z,INTERNATIONAL
19546,65,1027,5449.86,Amazon,NET BANKING,Singapore,Laptop,2026-04-21T20:00:13.000Z,INTERNATIONAL
19549,31,1146,71640.41,Amazon,NET BANKING,Singapore,Tablet,2026-05-15T04:50:19.000Z,INTERNATIONAL
19579,69,1127,20421.77,Netflix,UPI,Russia,ATM,2026-05-15T13:52:13.000Z,INTERNATIONAL
19605,90,1130,56331.69,Nike,CARD,Singapore,ATM,2026-04-29T07:18:47.000Z,INTERNATIONAL
19620,92,1150,27487.1,Flipkart,ATM WITHDRAWAL,Singapore,Mobile,2026-05-01T12:42:00.000Z,INTERNATIONAL
19634,19,1142,50027.11,Petrol Pump,UPI,Germany,ATM,2026-05-09T04:20:36.000Z,INTERNATIONAL
19648,52,1127,15953.01,Flipkart,UPI,Russia,Mobile,2026-05-16T22:52:21.000Z,INTERNATIONAL
19673,46,1139,34228.53,Zomato,NET BANKING,Usa,Mobile,2026-04-18T20:06:22.000Z,INTERNATIONAL
19699,15,1200,64246.02,Amazon,CARD,Singapore,Mobile,2026-05-10T11:17:22.000Z,INTERNATIONAL
19702,37,1036,13501.56,Swiggy,CARD,Uk,ATM,2026-04-29T16:58:27.000Z,INTERNATIONAL
19730,79,1153,42930.94,Swiggy,NET BANKING,Russia,Tablet,2026-04-22T21:01:58.000Z,INTERNATIONAL
19751,72,1019,30489.44,Walmart,NET BANKING,Uk,Tablet,2026-05-06T04:10:46.000Z,INTERNATIONAL
19759,61,1044,57658.68,Swiggy,UPI,Russia,ATM,2026-05-16T09:39:10.000Z,INTERNATIONAL
19768,6,1009,55773.25,Netflix,CARD,Usa,ATM,2026-04-30T00:34:17.000Z,INTERNATIONAL
19800,96,1094,64656.33,Apple Store,UPI,Russia,Laptop,2026-04-27T08:12:54.000Z,INTERNATIONAL
19808,37,1159,78398.77,Petrol Pump,NET BANKING,India,Mobile,2026-04-21T16:18:58.000Z,NORMAL
19811,100,1137,51305.37,Zomato,UPI,Singapore,Tablet,2026-04-30T05:03:40.000Z,INTERNATIONAL
19853,36,1162,26709.23,Walmart,UPI,Singapore,Mobile,2026-04-24T07:13:52.000Z,INTERNATIONAL
19865,44,1025,14366.63,Uber,UPI,Uk,Tablet,2026-05-09T09:23:09.000Z,INTERNATIONAL
19874,18,1082,90661.32,Flipkart,CARD,Russia,Laptop,2026-04-20T08:14:45.000Z,INTERNATIONAL
19884,83,1062,53630.01,Nike,UPI,Usa,Tablet,2026-04-29T02:42:36.000Z,INTERNATIONAL
19885,76,1069,43662.09,Amazon,NET BANKING,Singapore,Laptop,2026-04-22T03:36:47.000Z,INTERNATIONAL
19893,75,1045,29860.45,Zomato,ATM WITHDRAWAL,Singapore,Laptop,2026-05-08T13:38:38.000Z,INTERNATIONAL
19900,95,1164,17431.29,Apple Store,UPI,India,Laptop,2026-04-26T06:49:09.000Z,NORMAL
19904,7,1033,98798.53,Netflix,NET BANKING,Uk,Tablet,2026-05-17T00:57:28.000Z,INTERNATIONAL
19910,94,1110,60212.68,Zomato,UPI,Usa,Mobile,2026-05-01T08:57:22.000Z,INTERNATIONAL
19914,76,1031,28180.34,Flipkart,CARD,Singapore,Laptop,2026-04-18T13:11:56.000Z,INTERNATIONAL
19919,28,1036,2489.52,Zomato,CARD,Russia,Tablet,2026-05-13T07:57:36.000Z,INTERNATIONAL
19929,82,1090,15756.14,Nike,NET BANKING,Uk,Mobile,2026-05-07T18:56:30.000Z,INTERNATIONAL
19946,54,1069,79702.24,Uber,ATM WITHDRAWAL,India,ATM,2026-04-23T13:30:56.000Z,NORMAL
19990,60,1051,92864.2,Netflix,UPI,Russia,Laptop,2026-05-14T14:48:16.000Z,INTERNATIONAL
19994,9,1126,65758.54,Walmart,ATM WITHDRAWAL,Singapore,ATM,2026-04-29T17:05:35.000Z,INTERNATIONAL
10001,6,1122,9579.62,Netflix,CARD,Singapore,ATM,2026-05-07T09:07:56.000Z,INTERNATIONAL
10041,82,1122,8287.93,Swiggy,NET BANKING,Germany,Laptop,2026-05-02T08:15:59.000Z,INTERNATIONAL
10050,28,1127,36463.12,Amazon,CARD,India,Laptop,2026-04-29T03:54:41.000Z,NORMAL
10122,17,1154,31297.01,Netflix,ATM WITHDRAWAL,Germany,ATM,2026-04-30T10:15:27.000Z,INTERNATIONAL
10146,46,1145,28464.96,Petrol Pump,ATM WITHDRAWAL,Uk,Mobile,2026-05-16T23:36:19.000Z,INTERNATIONAL
10200,1,1076,65416.8,Nike,UPI,Singapore,Mobile,2026-05-10T12:42:47.000Z,INTERNATIONAL
10228,18,1147,84250.69,Petrol Pump,ATM WITHDRAWAL,Usa,ATM,2026-05-09T04:00:32.000Z,INTERNATIONAL
10239,17,1195,4403.19,Zomato,NET BANKING,India,ATM,2026-05-11T14:02:29.000Z,NORMAL
10240,68,1037,47694.17,Flipkart,UPI,Uk,Mobile,2026-04-24T10:55:24.000Z,INTERNATIONAL
10244,71,1188,13740.93,Zomato,UPI,India,Tablet,2026-05-06T09:48:12.000Z,NORMAL
10245,39,1171,66851.78,Netflix,ATM WITHDRAWAL,India,Tablet,2026-04-29T22:58:15.000Z,NORMAL
10323,86,1138,26014.17,Zomato,NET BANKING,India,Mobile,2026-05-11T21:58:25.000Z,NORMAL
10324,25,1120,85614.76,Petrol Pump,NET BANKING,Usa,ATM,2026-05-14T13:12:07.000Z,INTERNATIONAL
10332,49,1019,55181.99,Swiggy,ATM WITHDRAWAL,Usa,Tablet,2026-04-25T12:00:39.000Z,INTERNATIONAL
10338,63,1094,83638.26,Amazon,ATM WITHDRAWAL,Usa,Tablet,2026-05-03T17:41:16.000Z,INTERNATIONAL
